Airline,Airline_encoded,Source,Source_encoded,Destination,Destination_encoded,Date,Month,Year,Hour,Minute,Price
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,16,55,11087
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,13,0,15603
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,19,30,15129
IndiGo,3,Banglore,0,Delhi,2,9,4,2019,16,55,4823
Vistara,10,Kolkata,3,Banglore,0,1,5,2019,7,10,8452
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,7,30,12524
SpiceJet,8,Chennai,1,Kolkata,4,27,3,2019,17,45,3384
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,19,15,10262
SpiceJet,8,Mumbai,4,Hyderabad,3,18,6,2019,13,15,1965
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,22,15,4804
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,18,15,16079
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,21,25,13292
Air Asia,0,Delhi,2,Cochin,1,9,5,2019,7,55,6751
Air India,1,Delhi,2,Cochin,1,15,5,2019,7,0,8669
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,17,30,14871
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,14,0,12898
SpiceJet,8,Banglore,0,Delhi,2,6,6,2019,9,30,3919
Multiple carriers,6,Delhi,2,Cochin,1,1,3,2019,12,50,36983
IndiGo,3,Chennai,1,Kolkata,4,3,6,2019,19,35,3597
Air India,1,Banglore,0,Delhi,2,9,3,2019,17,0,10741
Air India,1,Kolkata,3,Banglore,0,6,6,2019,16,50,11432
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,18,55,11087
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,9,35,13292
Air India,1,Delhi,2,Cochin,1,15,6,2019,5,15,10493
GoAir,2,Banglore,0,Delhi,2,9,3,2019,7,45,7631
Air India,1,Delhi,2,Cochin,1,6,6,2019,6,50,13381
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,20,0,13731
Air India,1,Delhi,2,Cochin,1,21,5,2019,5,55,11911
IndiGo,3,Banglore,0,Delhi,2,18,4,2019,23,30,4591
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,13,0,14848
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,8,45,8266
Air India,1,Delhi,2,Cochin,1,18,5,2019,17,15,12392
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,18,55,13044
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,7,5,12898
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,22,50,12242
IndiGo,3,Banglore,0,Delhi,2,18,5,2019,10,10,3943
Vistara,10,Kolkata,3,Banglore,0,24,3,2019,20,20,11105
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,21,10,14388
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,19,30,13014
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,10,20,15411
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,19,45,16289
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,6,50,6442
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,8,25,10844
Jet Airways,4,Mumbai,4,Hyderabad,3,18,5,2019,10,20,5678
IndiGo,3,Banglore,0,Delhi,2,12,4,2019,23,30,6906
SpiceJet,8,Chennai,1,Kolkata,4,21,5,2019,9,45,3543
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,9,0,14714
Vistara Premium economy,11,Banglore,0,Delhi,2,3,3,2019,16,0,11793
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,11,30,14323
SpiceJet,8,Banglore,0,Delhi,2,9,4,2019,21,10,3971
Vistara,10,Kolkata,3,Banglore,0,6,5,2019,20,20,8452
Vistara,10,Banglore,0,Delhi,2,12,4,2019,7,0,5403
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,10,0,13727
Air India,1,Kolkata,3,Banglore,0,1,4,2019,10,0,12639
Jet Airways,4,Banglore,0,Delhi,2,18,4,2019,15,15,5198
Vistara,10,Banglore,0,Delhi,2,1,6,2019,19,30,4878
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,19,45,12373
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,7,10,8552
Vistara,10,Delhi,2,Cochin,1,21,4,2019,14,40,6741
Multiple carriers,6,Delhi,2,Cochin,1,9,4,2019,12,50,6481
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,10,35,7354
Air India,1,Banglore,0,Delhi,2,21,4,2019,21,5,5228
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,8,25,10844
IndiGo,3,Delhi,2,Cochin,1,18,5,2019,6,50,6347
Air India,1,Banglore,0,Delhi,2,15,3,2019,8,15,5013
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,18,55,9663
IndiGo,3,Banglore,0,Delhi,2,6,4,2019,18,25,4823
Air India,1,Delhi,2,Cochin,1,24,6,2019,16,55,13381
SpiceJet,8,Chennai,1,Kolkata,4,1,6,2019,9,45,3543
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,18,55,9663
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,18,55,7064
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,7,5,10262
Air India,1,Delhi,2,Cochin,1,1,6,2019,10,55,13013
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,19,10,15339
GoAir,2,Banglore,0,Delhi,2,18,4,2019,11,40,4937
IndiGo,3,Delhi,2,Cochin,1,6,6,2019,5,5,6818
Air India,1,Delhi,2,Cochin,1,18,5,2019,22,0,10441
Jet Airways,4,Delhi,2,Cochin,1,3,4,2019,14,0,5177
IndiGo,3,Chennai,1,Kolkata,4,27,6,2019,11,35,3858
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,21,0,6534
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,10,20,6795
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,7,30,9736
Jet Airways,4,Banglore,0,Delhi,2,1,5,2019,19,50,7229
SpiceJet,8,Delhi,2,Cochin,1,24,4,2019,17,55,4957
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,6,0,7648
SpiceJet,8,Kolkata,3,Banglore,0,15,6,2019,14,55,3873
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,18,55,14388
IndiGo,3,Kolkata,3,Banglore,0,6,3,2019,17,15,5618
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,19,0,7408
Air Asia,0,Delhi,2,Cochin,1,3,3,2019,16,45,13774
Vistara,10,Banglore,0,Delhi,2,3,5,2019,7,0,4668
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,18,20,13082
Air India,1,Delhi,2,Cochin,1,3,6,2019,3,50,8669
IndiGo,3,Delhi,2,Cochin,1,24,6,2019,16,0,6316
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,22,20,12583
Vistara,10,Banglore,0,Delhi,2,9,3,2019,16,10,7923
GoAir,2,Delhi,2,Cochin,1,3,3,2019,7,0,7378
Vistara,10,Banglore,0,Delhi,2,3,6,2019,19,30,4878
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,16,30,10844
Jet Airways,4,Banglore,0,Delhi,2,3,4,2019,8,20,7229
SpiceJet,8,Delhi,2,Cochin,1,21,5,2019,6,5,6297
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,20,0,8529
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,14,0,13727
SpiceJet,8,Kolkata,3,Banglore,0,24,5,2019,8,35,6643
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,10,0,10197
SpiceJet,8,Kolkata,3,Banglore,0,21,4,2019,22,20,4911
IndiGo,3,Chennai,1,Kolkata,4,6,3,2019,5,15,6482
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,8,55,26890
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,19,20,3717
IndiGo,3,Chennai,1,Kolkata,4,1,6,2019,13,15,3597
Air India,1,Banglore,0,Delhi,2,18,3,2019,11,5,10846
Air India,1,Banglore,0,Delhi,2,1,3,2019,5,50,14069
Jet Airways,4,Delhi,2,Cochin,1,1,4,2019,22,50,5177
Air India,1,Delhi,2,Cochin,1,6,3,2019,5,55,14641
IndiGo,3,Delhi,2,Cochin,1,6,6,2019,8,35,6442
Air India,1,Delhi,2,Cochin,1,21,3,2019,17,45,5704
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,14,5,9663
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,20,55,14714
Jet Airways,4,Delhi,2,Cochin,1,1,4,2019,10,0,5406
Vistara,10,Kolkata,3,Banglore,0,15,5,2019,20,20,8610
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,18,25,14237
IndiGo,3,Banglore,0,Delhi,2,9,6,2019,7,10,4823
IndiGo,3,Mumbai,4,Hyderabad,3,27,3,2019,20,5,2227
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,7,5,12373
Air India,1,Delhi,2,Cochin,1,6,6,2019,13,0,8372
Jet Airways,4,Delhi,2,Cochin,1,3,3,2019,13,55,17024
Air India,1,Mumbai,4,Hyderabad,3,27,5,2019,21,5,3100
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,6,50,14053
IndiGo,3,Chennai,1,Kolkata,4,9,5,2019,5,15,3540
Vistara,10,Kolkata,3,Banglore,0,21,5,2019,20,20,9345
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,5,30,10368
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,7,0,26890
SpiceJet,8,Mumbai,4,Hyderabad,3,9,3,2019,8,50,5755
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,8,55,7832
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,8,25,14388
Air India,1,Delhi,2,Cochin,1,27,6,2019,13,15,8839
Air India,1,Delhi,2,Cochin,1,3,3,2019,22,0,22096
Vistara,10,Chennai,1,Kolkata,4,27,5,2019,7,5,3687
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,8,30,9627
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,11,30,13542
IndiGo,3,Banglore,0,Delhi,2,27,4,2019,4,0,4423
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,4,55,8899
SpiceJet,8,Delhi,2,Cochin,1,21,4,2019,6,5,5583
Air Asia,0,Delhi,2,Cochin,1,27,5,2019,16,45,6752
SpiceJet,8,Chennai,1,Kolkata,4,21,5,2019,8,20,3543
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,8,0,7832
Air India,1,Kolkata,3,Banglore,0,1,5,2019,5,50,10991
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,9,0,12898
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,14,0,12898
GoAir,2,Banglore,0,Delhi,2,24,5,2019,11,40,3398
Air India,1,Delhi,2,Cochin,1,24,4,2019,5,10,5201
Air India,1,Kolkata,3,Banglore,0,6,5,2019,10,0,13873
Air India,1,Delhi,2,Cochin,1,15,6,2019,17,40,7384
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,18,15,10262
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,8,25,10031
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,9,35,12384
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,14,5,7757
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,21,25,17261
SpiceJet,8,Chennai,1,Kolkata,4,1,3,2019,9,30,7298
Jet Airways,4,Banglore,0,Delhi,2,6,4,2019,15,15,7229
IndiGo,3,Kolkata,3,Banglore,0,1,4,2019,4,40,4174
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,17,35,5699
Air India,1,Kolkata,3,Banglore,0,24,4,2019,14,15,4880
Air India,1,Delhi,2,Cochin,1,6,3,2019,8,0,15284
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,8,25,13759
Vistara,10,Kolkata,3,Banglore,0,24,3,2019,9,55,16092
IndiGo,3,Mumbai,4,Hyderabad,3,9,3,2019,6,20,4392
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,20,55,10262
SpiceJet,8,Kolkata,3,Banglore,0,12,6,2019,6,55,3841
GoAir,2,Banglore,0,Delhi,2,1,6,2019,7,45,5048
Air India,1,Kolkata,3,Banglore,0,21,5,2019,7,0,11096
IndiGo,3,Delhi,2,Cochin,1,24,4,2019,7,35,5073
Jet Airways,4,Delhi,2,Cochin,1,3,3,2019,9,55,19828
Vistara,10,Chennai,1,Kolkata,4,21,3,2019,7,5,3739
Air India,1,Delhi,2,Cochin,1,9,3,2019,5,0,10598
Jet Airways,4,Banglore,0,Delhi,2,15,6,2019,18,55,7229
Vistara,10,Kolkata,3,Banglore,0,1,4,2019,17,0,8610
Vistara,10,Delhi,2,Cochin,1,9,5,2019,14,40,6216
Air India,1,Banglore,0,Delhi,2,9,6,2019,13,20,6961
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,9,35,10703
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,17,0,14151
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,6,30,8586
IndiGo,3,Kolkata,3,Banglore,0,12,4,2019,20,20,4488
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,18,0,7408
Jet Airways,4,Delhi,2,Cochin,1,18,4,2019,11,0,5443
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,9,35,10539
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,13,0,7723
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,7,30,15411
Jet Airways,4,Banglore,0,Delhi,2,21,5,2019,7,10,7229
IndiGo,3,Kolkata,3,Banglore,0,21,6,2019,20,20,4804
Jet Airways,4,Mumbai,4,Hyderabad,3,3,3,2019,2,55,4050
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,17,0,14151
SpiceJet,8,Delhi,2,Cochin,1,6,4,2019,17,55,4957
Air India,1,Banglore,0,Delhi,2,3,3,2019,21,10,7591
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,13,55,11134
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,5,5,6600
Air India,1,Banglore,0,Delhi,2,9,3,2019,21,10,4966
Air India,1,Delhi,2,Cochin,1,1,6,2019,6,50,15481
SpiceJet,8,Kolkata,3,Banglore,0,1,3,2019,22,20,5515
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,8,0,14714
GoAir,2,Delhi,2,Cochin,1,15,6,2019,10,35,4959
Jet Airways,4,Banglore,0,Delhi,2,21,4,2019,11,10,7229
Air India,1,Delhi,2,Cochin,1,15,5,2019,18,5,6094
Air Asia,0,Kolkata,3,Banglore,0,24,4,2019,10,20,4409
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,6,0,9794
Jet Airways,4,Mumbai,4,Hyderabad,3,3,4,2019,2,55,5678
IndiGo,3,Delhi,2,Cochin,1,15,6,2019,8,35,6442
Vistara,10,Banglore,0,Delhi,2,18,5,2019,7,0,4878
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,21,10,12446
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,23,5,16704
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,5,45,9134
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,20,0,8586
Jet Airways,4,Banglore,0,Delhi,2,1,6,2019,7,10,7229
Jet Airways,4,Banglore,0,Delhi,2,21,4,2019,7,10,6144
Air India,1,Banglore,0,Delhi,2,18,5,2019,10,0,6961
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,16,30,10844
IndiGo,3,Chennai,1,Kolkata,4,21,5,2019,19,35,3597
SpiceJet,8,Banglore,0,Delhi,2,21,3,2019,10,20,7139
Air India,1,Mumbai,4,Hyderabad,3,6,3,2019,9,40,25139
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,9,40,10368
Air India,1,Delhi,2,Cochin,1,6,4,2019,20,40,5117
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,11,40,9211
SpiceJet,8,Kolkata,3,Banglore,0,15,4,2019,17,10,4174
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,7,30,10786
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,8,0,9134
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,14,35,13376
Air India,1,Banglore,0,Delhi,2,21,3,2019,22,0,6955
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,8,25,10844
Air Asia,0,Kolkata,3,Banglore,0,1,4,2019,19,55,3807
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,14,5,9663
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,2,15,12373
SpiceJet,8,Banglore,0,Delhi,2,1,5,2019,21,10,4991
Air India,1,Delhi,2,Cochin,1,21,3,2019,23,0,6745
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,22,50,10262
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,17,30,6540
SpiceJet,8,Kolkata,3,Banglore,0,6,4,2019,17,10,3873
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,21,50,15554
IndiGo,3,Kolkata,3,Banglore,0,27,5,2019,20,20,4804
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,23,5,7438
Air Asia,0,Banglore,0,Delhi,2,3,5,2019,4,55,6181
Multiple carriers,6,Delhi,2,Cochin,1,1,5,2019,19,0,9424
Air India,1,Banglore,0,Delhi,2,12,3,2019,17,25,12725
Air India,1,Banglore,0,Delhi,2,15,3,2019,8,15,6046
SpiceJet,8,Banglore,0,Delhi,2,15,6,2019,21,10,3971
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,20,25,12692
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,14,20,7451
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,22,55,13817
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,9,35,10703
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,21,25,13817
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,22,55,27210
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,21,10,13941
Air India,1,Banglore,0,Delhi,2,1,3,2019,17,0,10246
IndiGo,3,Kolkata,3,Banglore,0,6,5,2019,17,15,4804
Air Asia,0,Kolkata,3,Banglore,0,6,6,2019,22,40,6810
Jet Airways,4,Banglore,0,Delhi,2,1,5,2019,8,20,5198
Vistara,10,Banglore,0,Delhi,2,3,5,2019,21,0,5613
IndiGo,3,Mumbai,4,Hyderabad,3,3,3,2019,21,20,4784
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,19,45,5406
Air India,1,Banglore,0,Delhi,2,27,4,2019,13,20,5228
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,20,55,12898
Air India,1,Chennai,1,Kolkata,4,15,6,2019,11,40,4667
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,14,5,14781
Vistara,10,Banglore,0,Delhi,2,21,4,2019,9,45,5403
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,14,5,9899
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,19,30,13029
Vistara,10,Kolkata,3,Banglore,0,18,5,2019,17,0,9187
IndiGo,3,Banglore,0,Delhi,2,24,5,2019,20,0,4823
Air India,1,Delhi,2,Cochin,1,27,3,2019,21,30,8665
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,8,25,14871
IndiGo,3,Mumbai,4,Hyderabad,3,21,6,2019,6,25,4049
Air India,1,Chennai,1,Kolkata,4,12,6,2019,11,40,4667
IndiGo,3,Kolkata,3,Banglore,0,9,4,2019,19,55,4226
Air India,1,Banglore,0,Delhi,2,3,3,2019,6,10,7591
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,5,45,19225
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,19,15,12898
IndiGo,3,Mumbai,4,Hyderabad,3,9,6,2019,12,0,2754
SpiceJet,8,Mumbai,4,Hyderabad,3,3,5,2019,13,15,1965
Air India,1,Kolkata,3,Banglore,0,24,3,2019,16,45,12835
Jet Airways Business,5,Banglore,0,Delhi,2,1,3,2019,5,45,52229
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,8,0,14533
Vistara,10,Banglore,0,Delhi,2,24,6,2019,9,45,4668
Jet Airways,4,Delhi,2,Cochin,1,9,4,2019,17,30,11822
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,21,50,6017
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,11,30,14714
SpiceJet,8,Chennai,1,Kolkata,4,9,6,2019,8,20,3597
Air Asia,0,Banglore,0,Delhi,2,24,4,2019,11,10,3383
Air India,1,Kolkata,3,Banglore,0,18,5,2019,16,50,11642
Vistara,10,Banglore,0,Delhi,2,27,4,2019,21,0,5403
Air India,1,Delhi,2,Cochin,1,3,3,2019,16,40,14221
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,21,10,8586
IndiGo,3,Mumbai,4,Hyderabad,3,12,6,2019,9,10,4049
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,19,45,10262
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,7,0,7888
Air India,1,Delhi,2,Cochin,1,21,3,2019,19,45,8236
Air India,1,Delhi,2,Cochin,1,6,6,2019,13,20,12961
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,6,30,8586
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,8,10,5279
GoAir,2,Banglore,0,Delhi,2,18,6,2019,20,55,3419
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,5,30,13292
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,20,25,13067
IndiGo,3,Chennai,1,Kolkata,4,3,5,2019,13,15,3597
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,7,5,15554
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,17,5,6027
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,6,30,14781
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,14,35,13376
IndiGo,3,Banglore,0,Delhi,2,27,5,2019,21,15,3943
GoAir,2,Delhi,2,Cochin,1,12,6,2019,7,25,5842
IndiGo,3,Chennai,1,Kolkata,4,15,3,2019,5,15,4326
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,8,30,8937
Air India,1,Chennai,1,Kolkata,4,21,3,2019,11,40,3670
IndiGo,3,Banglore,0,Delhi,2,18,6,2019,18,25,4823
Jet Airways,4,Mumbai,4,Hyderabad,3,3,4,2019,19,35,2071
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,14,55,6093
Vistara,10,Kolkata,3,Banglore,0,24,3,2019,20,20,11682
IndiGo,3,Banglore,0,Delhi,2,3,3,2019,5,25,7774
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,17,0,13067
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,7,35,7514
Multiple carriers,6,Delhi,2,Cochin,1,9,4,2019,17,0,6838
IndiGo,3,Chennai,1,Kolkata,4,18,3,2019,13,20,3858
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,12,50,6795
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,20,0,16263
Air India,1,Kolkata,3,Banglore,0,9,5,2019,16,50,8576
Air India,1,Banglore,0,Delhi,2,6,5,2019,10,0,5228
Jet Airways,4,Delhi,2,Cochin,1,1,5,2019,23,5,16704
IndiGo,3,Kolkata,3,Banglore,0,24,3,2019,20,25,8872
GoAir,2,Banglore,0,Delhi,2,3,5,2019,11,40,3898
SpiceJet,8,Chennai,1,Kolkata,4,21,3,2019,17,45,3332
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,10,20,5608
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,8,25,13941
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,7,30,9100
Vistara,10,Banglore,0,Delhi,2,15,6,2019,17,0,4878
IndiGo,3,Delhi,2,Cochin,1,1,6,2019,7,30,6416
SpiceJet,8,Mumbai,4,Hyderabad,3,12,5,2019,5,45,2017
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,19,10,10976
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,19,45,10031
IndiGo,3,Kolkata,3,Banglore,0,18,3,2019,5,30,4462
IndiGo,3,Delhi,2,Cochin,1,1,4,2019,7,35,5073
IndiGo,3,Chennai,1,Kolkata,4,27,3,2019,5,15,4326
Multiple carriers Premium economy,7,Delhi,2,Cochin,1,21,3,2019,7,30,10161
IndiGo,3,Mumbai,4,Hyderabad,3,12,6,2019,16,55,3175
Vistara,10,Kolkata,3,Banglore,0,24,3,2019,20,20,12312
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,18,20,12604
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,7,30,10877
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,6,20,4226
Jet Airways,4,Delhi,2,Cochin,1,6,4,2019,8,0,5406
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,2,0,8618
IndiGo,3,Kolkata,3,Banglore,0,18,4,2019,17,15,4174
GoAir,2,Delhi,2,Cochin,1,1,6,2019,14,25,10651
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,18,15,5963
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,9,40,10368
IndiGo,3,Mumbai,4,Hyderabad,3,6,3,2019,15,45,7681
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,12,50,7485
Jet Airways,4,Banglore,0,Delhi,2,3,4,2019,15,15,4544
SpiceJet,8,Kolkata,3,Banglore,0,15,4,2019,15,5,4649
Vistara,10,Chennai,1,Kolkata,4,12,5,2019,17,45,11982
Jet Airways,4,Mumbai,4,Hyderabad,3,24,6,2019,7,5,4995
IndiGo,3,Kolkata,3,Banglore,0,9,5,2019,8,10,5069
SpiceJet,8,Kolkata,3,Banglore,0,1,6,2019,22,20,3873
SpiceJet,8,Kolkata,3,Banglore,0,27,4,2019,22,20,3873
Air India,1,Delhi,2,Cochin,1,27,5,2019,9,45,8907
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,21,10,10844
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,21,10,10844
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,21,10,9663
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,21,25,13292
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,5,30,14441
Jet Airways,4,Mumbai,4,Hyderabad,3,9,6,2019,2,55,4050
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,21,20,6144
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,7,30,14871
Air Asia,0,Banglore,0,Delhi,2,18,4,2019,11,10,4483
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,10,35,6979
Jet Airways,4,Mumbai,4,Hyderabad,3,27,6,2019,10,20,8040
IndiGo,3,Delhi,2,Cochin,1,1,6,2019,9,15,7048
SpiceJet,8,Banglore,0,Delhi,2,27,6,2019,9,30,3573
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,16,0,5054
Air India,1,Delhi,2,Cochin,1,1,6,2019,21,0,8582
Air Asia,0,Delhi,2,Cochin,1,9,6,2019,7,55,8759
IndiGo,3,Delhi,2,Cochin,1,27,4,2019,7,35,6442
Air India,1,Delhi,2,Cochin,1,18,5,2019,3,50,8879
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,21,10,10031
